placa;modelo;linea;motor;cilindraje;marca_id;created_at;updated_at;cantidad_aceite_motor;marca_aceite;tipo_aceite;filtro_aceite;filtro_aire;cantidad_aceite_cc;marca_cc;tipo_aceite_cc;filtro_aceite_cc;filtro_de_enfriador;tipo_caja;cantidad_aceite_diferencial;marca_aceite_d;tipo_aceite_d;cant_aceite_transfer;marca_aceite_t;tipo_aceite_t;filtro_cabina;filtro_diesel;contra_filtro_diesel;candelas;pastillas_delanteras;pastillas_traseras;fajas;aceite_hidraulico
P820DZY;2010;ROLETAVEO;1.6;4;7;X;X;1GL.(5)+1LTO.;QUAKER;20W50;CH10246;PAB9902;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P559FMM;2006;ROLETAVEO;1.6;4;7;X;X;1GL.(5);VALV.MAXLIFE;10W30;PH47;PAB9902;XX;DEXRONVI;X;X;X;X;XX;X;X;4LTOS.APROX.;NOMARCA;XX;X;XX;X;X;X;X;X;X
P034GCJ;2009;ROLETAVEO;1.6;4;7;X;X;5LTOS.1/4;VALV.MAXLIFE;10W30;CH10246;CA9902;SOLOAGENCIA;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P616FJP;XX;ROLETAVEO;XX;XX;7;X;X;5LITROS;CASTROLGTX;20W50BARRIL;CH10246;CA9902;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P215JBQ;X;ROLETBEAT;X;X;7;X;X;4LITROS;MOTUL;10W30BARRIL;PLBS060;PABS23203;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P280DQW;XX;ROLETCAPTIVA;XX;XX;7;X;X;6LTS.;QUAKER;FULL5W30;WIX57060;XX;XX;MAXLIFEATF;X;X;X;X;XX;X;X;6LITROS;XX;XX;X;XX;X;X;X;X;X;X
P891DRM;2006;ROLETCOL.;2.8;4;7;X;X;5LTOS.;CASTROLGTX;20W50;PH44;CA9778;X;DEXRONVI;X;X;X;X;X;X;X;X;FT1230;X;X;X;X;X;X;X;X;X
P041FXP;XX;ROLETN300;XX;XX;7;X;X;1GL.;QUAKERFULL;10W30;PLBS060;CA8747;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P312DXN;X;ROLETPICK-UP;X;V6;7;X;X;1GL.;CASTROL;20W50;PH47;CA7421;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P122GWL;2013;ROLETSPARK;1.2;4;7;X;X;1GL.;VALV.MAXLIFE;5W20;PLBS060;96910360;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P353HRF;2017;ROLETSPARK;1.4;4;7;X;X;1GL.;VALV.MAXLIFE;5W20;WL10290;95238310;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P470JGY;XX;ROLETSPARK;XX;XX;7;X;X;4LTOS.BARRIL;MOTUL;10W30;PLBS060OP564/1;CA11469;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P536KVB;2020;ROLETSPARK;XX;XX;7;X;X;1GARRAFA;LINESINT;0W20;PH48WIX57060;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
16/07/2025;XX;ROLETSPARK;XX;XX;7;X;X;4LITROS;MOTULBARRIL;10W30;WIX10290;95238310;XX;EUROLCVT;X;X;X;X;XX;X;X;1GARRAFA;31728-3JX0A;XX;X;XX;X;X;X;X;X;X
P140LJG;XX;ROLETSPARK;XX;XX;7;X;X;4LITROS;MOTULBARRIL;10W30;WIX10290;95238310;XX;EUROLCVT;X;X;X;X;XX;X;X;1GARRAFA;31728-3JX0A;XX;X;XX;X;X;X;X;X;X
P888GBH;2005;ROLETTRACK.;2.5;V-6;7;X;X;6LTOS.;QUAKER;20W50;PH2835;PAB8069;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P268DCB;AVEO;ROLETE;XX;4;7;X;X;1GL.;QUAKER;20W50;PH47;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P464FLF;2005;ROLTCOL.;3.5;5;7;X;X;6LTOS.;CASTROLMAG.;10W30;PH59;PAB9778;X;X;X;X;X;X;X;X;X;X;FT1230;X;X;X;X;X;X;X;X;X
P509HPN;2016;COROLLA;1.8;XX;44;X;X;1GL;QUAKERFULL;5W30;PH2840;17801-21050;XX;XX;X;X;X;X;X;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P708FWC;2007;CALIBER;2;4;8;X;X;1GL.;VALV.MAXLIFE;10W30;PH48;CA10118;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P580CZG;1994;CARAVAN;3.3;V6;8;X;X;1GL.;SUPREME;20W50;PH253;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P969DTK;2003;GRANDC.;V-6;XX;8;X;X;5LTS;CASTROLBARRIL;20W50;PH253;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P956CYZ;1997;R.DAKOTA;XX;V6;8;X;X;4.5LTOS.;CASTROGTX;20W50;PH561;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P206JFJ;2019;RAM;3.6;V-6;8;X;X;1GLY1LTO;QUAKERFULL;0W20;WL10010;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P743JHB;2013;RAM;XX;XX;8;X;X;7.5LITROS;MAXLIFEBARRIL;10W30;PH820;XX;XXX;X;X;X;X;X;XX;X;X;XX;XXX;XX;X;XX;X;X;X;X;X;X
P567HKG;2019;RAM1500;5.7;V8;8;X;X;7LITROS;QUAKER;5W20FULL;WIX57060;X;X;X;X;X;X;X;X;X;X;X;X;CF11671;X;X;X;X;X;X;X;X
P760FVQ;2015;RAM2500;6.7;X;8;X;X;14LITROS;MOTUL;5W40;WIX51602;XX;X;X;X;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X
P192GWP;2008;DAKOTA;XX;X;8;X;X;6LITROS;QUAKER;20W50;PH253;CA3901;X;X;X;X;X;X;XX;X;X;X;X;X;X;XX;X;X;X;X;X;X
P659CZR;2006;XX;1.8;4;9;X;X;1GL.;QUAKER;20W50;PH47;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P862CZQ;2006;PALIO;XX;XX;9;X;X;3LITROS;GTXBARRIL;20W50;PH2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P114DYC;1999;XX;XX;XX;10;X;X;12LTS;CASTROLCRB;15W40;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P856KPH;2025;XX;X;X;10;X;X;1GARRAFA;VALVOLINEFULL;5W30;X;XX;XX;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X;X;X;X
P101JHB;XX;F150;XX;XX;10;X;X;1GL.y1LTO.;QUEKERFULL;5W20;WIX57060;WIX49883;TRANFERATFML;ATFMAXLIFE;X;X;X;X;75W90GL5Lasdos;X;X;7LTOS.;FT1236;XX;X;XX;X;X;X;X;X;X
P384FTZ;XX;150;XX;XX;10;X;X;7LTOS.;VALVFULLSYNT.;10W30;PH820;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P155DSS;2009;250KINGR.;6.4;V8;10;X;X;15LTOS.;MOTULSELLADO;15W40;WIX57312;WIX49886;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;WIX33963(2);X;X;X;X;X;X
P195760;XX;AEROSTAR;XX;XX;10;X;X;1GL;MAXLIFE;20W50;PH400;XX;XX;MAXLIFEATF;X;X;X;X;XX;X;X;5LTS;FT1088A;X;X;XX;X;X;X;X;X;X
P154GRC;2010;ESCAPE;3;V6;10;X;X;6LTOS.;CASTROLGTX;20W50;WIX57502;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P141GRC;2005;ESCAPE;2.3;4;10;X;X;4.5LTOS.;CASTROLMAG.;10W30;PH2835;PAB5350;XX;ATFVALV.MAXL;X;X;X;X;XX;X;X;4LTOS.APROX.;XX;XX;X;XX;X;X;X;X;X;X
P803GWK;2007;ESCAPE;2.3;4;10;X;X;1GL.(5);QUAKER;20W50;PH2835;PAB5350;XX;ATFDURADRIVE;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P056GXV;2015;ESCAPE;XX;XX;10;X;X;1GL.y1LTO.;QUAKERFULL;5W20;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P758GWK;XX;ESCAPE;XX;4;10;X;X;1GL.;MAXLIFE;5W20;PH2835;CA5350;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P462FLF;2004;ESCAPE;2;4;10;X;X;1GARRAFA;QUAKER;20W50;PH561;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P124GKZ;XX;ESCAPE;XX;XX;10;X;X;6LTS;CASTROLBARRIL;20W50;PH820;CA5350;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P741GMG;2014;ESCAPE;2;XX;10;X;X;6LTS;MAXLIFE;5W20;PH2835;XX;XX;TRANSMAXMULTIVEHICULO;X;X;X;X;XX;X;X;5LTS;XX;XX;X;XX;X;X;X;X;X;X
P282JBK;2010;ESCAPE;2.5;XX;10;X;X;1GARRAF.y1LTO;QUAKERFULL;5W20;PH2835;XX;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P943HZL;2008;ESCAPE;2.3;4;10;X;X;1GARRAFA;EUROL;10W30;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P632FQF;XX;ESCAPE;XX;XX;10;X;X;6LITROS;MAGNATEC;20W50;PH820;CA5350;XX;MANNOLATF;X;X;X;X;XX;X;X;5LITROS;XX;XX;X;XX;X;X;X;X;X;X
P244FRB;2012;ESCAPE;3;V-6;10;X;X;5.5LITROS;MAXLIFE;10W30BARRIL;PH500;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;4GALONES;XX;XX;X;XX;X;X;X;X;X;X
P899JWS;2011;ESCAPE;3;XX;10;X;X;6LITROS;QUAKERSINT;5W30;PH500;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10548;X;X;X;X;X;X;X;X
P855JFH;2018;ESCAPE;1.5;XX;10;X;X;1GARRAFA;QUAKERFULL;0W20;PH2835;CA11114;XX;X;X;X;X;X;XX;X;X;X;X;XX;X;XX;X;X;X;X;X;X
HAI7301;X;ESCAPE;X;X;10;X;X;1GARRAFA;QUAKERFULL;10W30;PH2835;CA11114;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P692JTR;2010;ESCAPE;2;X;10;X;X;6LITROS;QUAKER;10W30;PH2835;CA8997;X;MAXLIFEATF;X;X;X;X;X;X;X;5LITROS;X;CF10548;X;X;X;X;X;X;X;X
P043GSN;X;ESCAPE;X;X;10;X;X;6LITROS;MAGNATEC;10W30;PH2835;CA11114;X;MAXLIFEATF;X;X;X;X;X;X;X;1GALON;X;X;X;X;X;X;X;X;X;X
P960KWM;2015;ESCAPE;1.6;X;10;X;X;4LITROS;MOTUL;10W30;PH2835;X;X;MAXLIFEATF;X;X;X;X;X;X;X;1GALON;X;X;X;X;X;X;X;X;X;X
P684HDR;2007;ESCAPEHIB.;2.3;4;10;X;X;1GL.;MAXLIFE;5W20;PCB9641;CA10170;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P422GHY;2006;ESCAPEHYB.;2.3;4;10;X;X;1GARRAFA;CASTROLMAG.;20W50;PCB9641;CA10170;XX;VERS.CVTPLUS;X;X;X;X;XX;X;X;6LITROS;XX;XX;X;XX;X;X;X;X;X;X
P466GKX;XX;ESCORT;XX;XX;10;X;X;4.5LTOS.;QUAKERFULL;10W30;PH2835;PAB5350;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P915DJN;XX;EVEREST;XX;4;10;X;X;7LTOS.;CASTROLVECTON;15W40;PH8A;WL81-13Z40;X;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P06FRB;2014;EXP.XLT;X;V6;10;X;X;6LTOS.;CASTROLMAG.;10W30;PH500;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P065FRB;2014;EXP.XLT;X;V6;10;X;X;6LTOS.;MAXLIFE;10W30;PH500;CA10242;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P222GKX;2013;EXPLORER;3.5;V6;10;X;X;6LTOS.;VALV.FULLSYNT;10W30;PH10575/57060;XX;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;6LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P355DXJ;XX;EXPLORER;XX;XX;10;X;X;1GL.2LTOS.;CASTROLMAG.;20W50;PH820;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P675FCT;2011;EXPLORER;XX;V-6;10;X;X;7LTOS.;VALV.MAXLIFE;5W30;PH500;CA10242;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P549DZG;XX;EXPLORER;XX;XX;10;X;X;6LTS;MAXLIFE;20W50;PH820;XX;XX;XX;X;X;X;X;VALV.80W90GL5;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P816DVN;X;EXPLORER;X;X;10;X;X;6LITROS;CASTROLGTX;20W50;PH48;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P696HMS;2002;F150;XX;V-8;10;X;X;1GL.y2LTOS.;VALV.MAXLIFE;20W50;PH820;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P615FJB;1999;F150;4.2;XX;10;X;X;7LTOS.BARRIL;CASTROLGTX;20W50;PH400;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P005HXY;XX;F150;XX;XX;10;X;X;6LTOS.;QUAKERFULL;5W30;WIX57060;WIX49883;TransferATFM.L.;ATFMAXLIFE;X;X;X;X;75W90GL5(lasdos;X;X;X;X;X;X;XX;X;X;X;X;X;X
P092HRF;2016;F150;XX;XX;10;X;X;6LITROS.;QUAKERFULLSIN.;5W20;PH820;CA10262;TRANS.ATFML;ATFMAXLIFE;X;X;X;X;XX;X;X;2GLS.APROX,;FT1236;X;X;XX;X;X;X;X;X;X
P503JFH;2004;F250;6;V-8;10;X;X;15LTOS.BARRIL;CASTROLCRV;15W40;LP2017C/BASE;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P315GKX;2011;F150;3.7;V6;10;X;X;6LTOS.3/4;QUAKER;20W50;PH10575/57502;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P056JNM;XX;F150;XX;XX;10;X;X;7LTS;MAXLIFE;20W50;PH820;PABS8039;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;X;X;X;X;X;X;X
P797JBJ;2006;F150;4.2;XX;10;X;X;7LTOS.;VALV.MAXLIFE;10W30;PH400;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P761JGX;2012;F150;XX;XX;10;X;X;6LITROS;MAXLIFE;5W20;PH48;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P151JPL;XX;F150;XX;XX;10;X;X;7LITROS;MAXLIFE;10W30BARRIL;PH820;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P270JXN;2010;F150;4.6;XX;10;X;X;6LITROS;MOTUL;5W40;PH820;XX;X;XX;X;X;X;X;XX;X;X;X;X;X;X;XX;X;X;X;X;X;X
P568KQK;XX;F150;XX;X;10;X;X;6LITROS;MOTULBARRIL;10W30;PH48;XXX;X;XX;X;X;X;X;X;X;X;X;X;XX;X;XX;X;X;X;X;X;X
P072GCG;2008;F150;X;6;10;X;X;7LITROSBARRIL;MOTUL;10W30;PH400;XX;X;ATFCASTROL;X;X;X;X;XX;X;X;6LITROS;FT1167;X;X;XX;X;X;X;X;X;X
P449FQT;XX;F150;XX;XX;10;X;X;7LITROS;GTXSELLADO;20W50;PH400;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P361HZL;2018;F150;3.3;X;10;X;X;6LITROS;QUAKERSINT;5W20;WIX57502;X;X;MAXLIFEATF;X;X;X;X;X;X;X;7LITROS;NOHAY;X;X;X;X;X;X;X;X;X
P939DZL;2000;F-150;XX;XX;10;X;X;7LTS;CASTROL;20W50;PH561;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P520KJX;2011;F-150;5.0V8;XX;10;X;X;XX;XX;XX;XX;XX;XX;MAXLIFEATF;X;X;X;X;XX;X;X;2GALONES;FT1236;XX;X;XX;X;X;X;X;X;X
P069BCW;2002;F250;7.3;V8;10;X;X;15LTOS.;CASTROLCRB;15W40;LFP2286;XX;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P729HSF;1999;F250;7.3;XX;10;X;X;15LTS;CASTROLCRB;15W40BARRIL;LFP2286;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P211CBG;2004;FIESTA;1.6;4;10;X;X;1GL.y1LTO.;CASTROLMAG.;20W50;PH2835;R/FA/43FR09;80W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P801HHR;2014;FIESTA;1.6;4;10;X;X;1GL.;VALV.FULLSYNT;5W20;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P697GKK;XX;FIESTA;XX;XX;10;X;X;1GL;MAXLIFE;10W30;PH2835;CA10997;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P674HFP;XX;FIESTA;XX;XX;10;X;X;1GL(5);MAGNATEC;10W30;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P092GVB;2014;FIESTA;XX;XX;10;X;X;1GARRAFA;QUAKERFULL;10W30;PH2835;CA10997;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P077JXT;XX;FIESTA;XX;XX;10;X;X;1GARRAFA;QUAKERFULL;10W30;PH2835;CA10997;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P829JFG;2011;FIESTA;1.6;XX;10;X;X;1GARRAFA;MAXLIFE;5W20;PH2835;XX;X;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P307JPG;XX;FIESTA;XX;XX;10;X;X;5LITROS;MAXLIFEBARRIL;10W30;PH2835;CA10997;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P514KYG;X;FIESTA;X;X;10;X;X;1GARRAFA;QUAKERFULL;10W30;PH2835;X;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X;X;X;X
P564KQK;2012;FIESTA;X;X;10;X;X;1GARRAFA;MAGNATEC;10W30;PH2835;CA10997;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P178GCH;2005;FOCUS;2;4;10;X;X;5LTOS.;SHELLHELIX;20W50;PH2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P179GCH;2005;FOCUS;2;4;10;X;X;5LTOS.;SHELLHELIX;20W50;PH2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
PED3895;2012;FOCUS;2;4;10;X;X;1GL.;VALV.MAXLIFE;5W20;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P574HMS;2014;FOCUS;2;4;10;X;X;1GL.;QUAKERFULL;5W20;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P004HDR;2012;FOCUS;XX;4;10;X;X;1GARRAFA;VALV.MAXLIFE;10W30;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P960HBG;XX;FOCUS;XX;XX;10;X;X;1GL;MAGNATEC;10W30;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P820JZH;2010;FOCUS;XX;XX;10;X;X;5LITROS;KENDALL;5W20;PH2835;XX;X;XX;X;X;X;X;XX;X;X;XX;XXX;X;X;XX;X;X;X;X;X;X
P223JFH;2009;FOCUS;2;X;10;X;X;4.5LITROS;MOTUL;10W30;PH2835;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X;X;X;X;X
P505GMQ;2006;FREESTYLE;3;V6;10;X;X;7LTOS.;VALV.MAXLIFE;5W20;WIX57060;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P294GDG;2006;FREESTYLE;3;V-6;10;X;X;53/4BARRIL;CASTROLGTX;20W50;PH820;XX;XX;KENDALLCVTPLUS;X;X;X;X;XX;X;X;7LTS;XX;XX;X;XX;X;X;X;X;X;X
P051GLC;2011;MUSTANG;3.7;V6;10;X;X;6LTOS.;VALV.MAXLIFE;10W30;WIX57502;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P434GYG;2012;MUSTANG;3.7;V6;10;X;X;6LITROS;GTXSELLADO;20W50;PH500;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P962FTC;2003;RANGER;3;V-6;10;X;X;6LTOS.;QUAKER;20W50;PH400;PAB8243;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.APROX;FT1115A;X;X;X;X;X;X;X;X;X
P242CXH;2005;RANGER;2.8;4;10;X;X;7LTOS.;CASTROLVECTON;15W40;PH561;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P847FWD;2011;RANGER;2.3;4;10;X;X;1GL.(5);VALV.MAXLIFE;10W30;PH2835;PAB8243;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P213DSV;2008;RANGER;2.5;4;10;X;X;7LTOS.;CASTROLCRB;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P788CCB;1993;RANGER;3;V-6;10;X;X;5LTOS.;QUAKER;20W50;PH400;CA7241;80W90NORMAL;X;X;X;X;X;85W140NORMAL;X;X;X;X;X;X;X;X;X;X;X;X;X
P601968;2002;RANGER;3;V6;10;X;X;6LTOS.;QUAKER;20W50;PH400;CA8243;X;MULTIVEHICULO;X;X;X;X;X;X;X;6LTOS.APROX.;FT1115;X;X;X;X;X;X;X;X;X
P274BRL;X;RANGER;X;X;10;X;X;1GL.(5)+1LTO.;SUPREME;20W50;PH400;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P390GST;2010;RANGER;2.5;4;10;X;X;7LTOS.;MOTULBARRIL;15W40;PH8A;WL81-13Z40;75W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;G2920;X;X;X;X;X;X
P756GCJ;2002;RANGER;4;V6;10;X;X;1GL.;VALV.MAXLIFE;10W30;PH820;CA8243;TRANF.ATFMULT.;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P374FHQ;X;RANGER;X;4;10;X;X;1GL.(5);CASTROLGTX;20W50;PH561;CA8343;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P147GQJ;XX;RANGER;XX;XX;10;X;X;1GL.(5);CASTROGTX;20W50;PH400;CA8243;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.;FT1115;XX;X;XX;X;X;X;X;X;X
P804BNR;1999;RANGER;2.5;XX;10;X;X;1GL.;EUROL;10W30;PH8A;CA8243;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P322JHB;1999;RANGER;XX;XX;10;X;X;6LTOS.;KENDALL;20W50;PH400;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P475FWC;2017;RANGER;3.2;4;10;X;X;9LTOS.SELLADO;CASTROLVECTON;15W40;WL7508;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P287GNC;2002;RANGER;XX;XX;10;X;X;1GARRAFA;QUAKER;20W50;PH400;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P466JNM;XX;RANGER;2.5;XX;10;X;X;5LITROS;GTXBARRIL;20W50;PH400;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P827JDH;2021;RANGER;3;XX;10;X;X;9LITROS;MOTULBARRIL;15W40;WL7508;PAB2262;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10134;X;23390-OL050;X;X;X;X;X;X
P324HGH;2002;RANGER;4;V-6;10;X;X;6LITROS;GTXBARRIL;20W50;PH820;CA8243;XX;MAXLIFEATF;X;X;X;X;XX;X;X;4GLS;FT1087;XX;X;XX;X;X;X;X;X;X
P111JTG;2008;RANGER;2.3;XX;10;X;X;4.5LITROS;EUROL;10W40;PH400;CA8243;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P238FFP;XX;RANGER;XX;XX;10;X;X;6LITROS;EUROL;20W50;PH400;XX;XX;XX;X;X;X;X;X;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P343BGX;2001;RANGER;XX;XX;10;X;X;4.5LTOS.TONEL;MAXLIFE;10W30;PH400;CA8243;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P536GFN;2003;RANGER;3;XX;10;X;X;5LITROS;GTXBARRIL;20W50;PH400;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P344KCZ;2011;RANGER;XX;XX;10;X;X;1GARRAFA;EUROL;10W30;PH2835;CA8243;XX;X;X;X;X;X;XX;X;X;X;XX;X;X;X;X;X;X;X;X;X
P980JPZ;2011;RANGER;X;X;10;X;X;1GARRAFA;MAGNATEC;20W50;PH2835;CA8243;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P747KQW;2011;RANGER;3;X;10;X;X;8LITROS;MOTUL;15W40;PH2835;17801-OC010;X;MAXLIFEATF;X;X;X;X;X;X;X;3GALONES;FT1224;X;X;X;X;X;X;X;X;X
